Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL
617,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Jd18virus,,Klebsiella virus PKO111,0,dsDNA,"New,",31,2016.071a-dB.A.v1.Jd18virus.pdf,ICTVonline=20180284
618,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Js98virus,,Escherichia virus Bp7,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180286
619,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Js98virus,,Escherichia virus IME08,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180287
620,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Js98virus,,Escherichia virus JS10,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180288
621,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Js98virus,,Escherichia virus JS98,1,dsDNA,"Renamed,Moved,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180289
622,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Js98virus,,Escherichia virus QL01,0,dsDNA,"New,",31,2016.069a-wB.A.v5.Caudovirales_38sp.pdf,ICTVonline=20180290
623,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Js98virus,,Escherichia virus VR5,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180291
624,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Kp15virus,,Enterobacter virus Eap3,0,dsDNA,"New,",31,2016.022a-dB.A.v1.Kp15virus.pdf,ICTVonline=20180293
625,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Kp15virus,,Klebsiella virus KP15,1,dsDNA,"New,",31,2016.022a-dB.A.v1.Kp15virus.pdf,ICTVonline=20180294
626,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Kp15virus,,Klebsiella virus KP27,0,dsDNA,"New,",31,2016.022a-dB.A.v1.Kp15virus.pdf,ICTVonline=20180295
627,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Kp15virus,,Klebsiella virus Matisse,0,dsDNA,"New,",31,2016.022a-dB.A.v1.Kp15virus.pdf,ICTVonline=20180296
628,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Kp15virus,,Klebsiella virus Miro,0,dsDNA,"New,",31,2016.022a-dB.A.v1.Kp15virus.pdf,ICTVonline=20180297
629,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Moonvirus,,Citrobacter virus Merlin,0,dsDNA,"New,",31,2016.029a-dB.A.v1.Moonvirus.pdf,ICTVonline=20180299
630,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Moonvirus,,Citrobacter virus Moon,1,dsDNA,"New,",31,2016.029a-dB.A.v1.Moonvirus.pdf,ICTVonline=20180300
631,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Rb49virus,,Escherichia virus JSE,0,dsDNA,"New,",31,2016.069a-wB.A.v5.Caudovirales_38sp.pdf,ICTVonline=20180302
632,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Rb49virus,,Escherichia virus phi1,0,dsDNA,"Renamed,Moved,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180303
633,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Rb49virus,,Escherichia virus RB49,1,dsDNA,"Renamed,Moved,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180304
634,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Rb69virus,,Escherichia virus HX01,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180306
635,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Rb69virus,,Escherichia virus JS09,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180307
636,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Rb69virus,,Escherichia virus RB69,1,dsDNA,"Renamed,Moved,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180308
637,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Rb69virus,,Shigella virus UTAM,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180309
638,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,S16virus,,Salmonella virus S16,1,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180311
639,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,S16virus,,Salmonella virus STML198,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180312
640,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Schizot4virus,,Vibrio virus KVP40,1,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180314
641,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Schizot4virus,,Vibrio virus nt1,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180315
642,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Schizot4virus,,Vibrio virus ValKK3,0,dsDNA,"New,",30,2015.052aB.A.v3.Schizot4virus_sp.pdf,ICTVonline=20180316
643,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Sp18virus,,Escherichia virus VR7,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180318
644,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Sp18virus,,Escherichia virus VR20,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180319
645,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Sp18virus,,Escherichia virus VR25,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180320
646,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Sp18virus,,Escherichia virus VR26,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180321
647,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,Sp18virus,,Shigella virus SP18,1,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180322
648,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,T4virus,,Escherichia virus AR1,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180324
649,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,T4virus,,Escherichia virus C40,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180325
650,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,T4virus,,Escherichia virus E112,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180326
651,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,T4virus,,Escherichia virus ECML134,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180327
652,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,T4virus,,Escherichia virus HY01,0,dsDNA,"New,",31,2016.069a-wB.A.v5.Caudovirales_38sp.pdf,ICTVonline=20180328
653,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,T4virus,,Escherichia virus Ime09,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180329
654,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,T4virus,,Escherichia virus RB3,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180330
655,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,T4virus,,Escherichia virus RB14,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180331
656,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,T4virus,,Escherichia virus T4,1,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180332
657,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,T4virus,,Shigella virus Pss1,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180333
658,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,T4virus,,Shigella virus Shfl2,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180334
659,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,T4virus,,Yersinia virus D1,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180335
660,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,T4virus,,Yersinia virus PST,0,dsDNA,"New,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180336
661,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,,,Acinetobacter virus 133,0,dsDNA,"Renamed,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180338
662,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,,,Aeromonas virus 65,0,dsDNA,"Renamed,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180339
663,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,,,Aeromonas virus Aeh1,0,dsDNA,"Renamed,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180340
664,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,,,Escherichia virus RB16,0,dsDNA,"Renamed,Moved,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180341
665,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,,,Escherichia virus RB32,0,dsDNA,"Renamed,Moved,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180342
666,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,,,Escherichia virus RB43,0,dsDNA,"Renamed,Moved,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180343
667,,,,,,,,,Caudovirales,,Myoviridae,Tevenvirinae,,,Pseudomonas virus 42,0,dsDNA,"Renamed,Moved,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180344
668,,,,,,,,,Caudovirales,,Myoviridae,Vequintavirinae,Cr3virus,,Cronobacter virus CR3,1,dsDNA,"New,",30,2015.023a-oB.A.v2.Vequintavirinae.pdf,ICTVonline=20180347
669,,,,,,,,,Caudovirales,,Myoviridae,Vequintavirinae,Cr3virus,,Cronobacter virus CR8,0,dsDNA,"New,",30,2015.023a-oB.A.v2.Vequintavirinae.pdf,ICTVonline=20180348
670,,,,,,,,,Caudovirales,,Myoviridae,Vequintavirinae,Cr3virus,,Cronobacter virus CR9,0,dsDNA,"New,",30,2015.023a-oB.A.v2.Vequintavirinae.pdf,ICTVonline=20180349
671,,,,,,,,,Caudovirales,,Myoviridae,Vequintavirinae,Cr3virus,,Cronobacter virus PBES02,0,dsDNA,"New,",31,2016.069a-wB.A.v5.Caudovirales_38sp.pdf,ICTVonline=20180350
672,,,,,,,,,Caudovirales,,Myoviridae,Vequintavirinae,Cr3virus,,Pectobacterium virus phiTE,0,dsDNA,"New,",31,2016.069a-wB.A.v5.Caudovirales_38sp.pdf,ICTVonline=20180351
673,,,,,,,,,Caudovirales,,Myoviridae,Vequintavirinae,Se1virus,,Cronobacter virus GAP31,0,dsDNA,"New,",30,2015.023a-oB.A.v2.Vequintavirinae.pdf,ICTVonline=20180353
674,,,,,,,,,Caudovirales,,Myoviridae,Vequintavirinae,Se1virus,,Escherichia virus 4MG,0,dsDNA,"New,",30,2015.023a-oB.A.v2.Vequintavirinae.pdf,ICTVonline=20180354
675,,,,,,,,,Caudovirales,,Myoviridae,Vequintavirinae,Se1virus,,Salmonella virus SE1,1,dsDNA,"New,",30,2015.023a-oB.A.v2.Vequintavirinae.pdf,ICTVonline=20180355
676,,,,,,,,,Caudovirales,,Myoviridae,Vequintavirinae,Se1virus,,Salmonella virus SSE121,0,dsDNA,"New,",30,2015.023a-oB.A.v2.Vequintavirinae.pdf,ICTVonline=20180356
677,,,,,,,,,Caudovirales,,Myoviridae,Vequintavirinae,V5virus,,Escherichia virus FFH2,0,dsDNA,"New,",30,2015.023a-oB.A.v2.Vequintavirinae.pdf,ICTVonline=20180358
678,,,,,,,,,Caudovirales,,Myoviridae,Vequintavirinae,V5virus,,Escherichia virus FV3,0,dsDNA,"New,",30,2015.023a-oB.A.v2.Vequintavirinae.pdf,ICTVonline=20180359
679,,,,,,,,,Caudovirales,,Myoviridae,Vequintavirinae,V5virus,,Escherichia virus JES2013,0,dsDNA,"New,",30,2015.023a-oB.A.v2.Vequintavirinae.pdf,ICTVonline=20180360
680,,,,,,,,,Caudovirales,,Myoviridae,Vequintavirinae,V5virus,,Escherichia virus V5,1,dsDNA,"New,",30,2015.023a-oB.A.v2.Vequintavirinae.pdf,ICTVonline=20180361
681,,,,,,,,,Caudovirales,,Myoviridae,,Abouovirus,,Brevibacillus virus Abouo,1,dsDNA,"New,",31,2016.002a-dB.A.v1.Abouovirus.pdf,ICTVonline=20180364
682,,,,,,,,,Caudovirales,,Myoviridae,,Abouovirus,,Brevibacillus virus Davies,0,dsDNA,"New,",31,2016.002a-dB.A.v1.Abouovirus.pdf,ICTVonline=20180365
683,,,,,,,,,Caudovirales,,Myoviridae,,Agatevirus,,Bacillus virus Agate,1,dsDNA,"New,",30,2015.032a-dB.A.v2.Agatevirus.pdf,ICTVonline=20180367
684,,,,,,,,,Caudovirales,,Myoviridae,,Agatevirus,,Bacillus virus Bobb,0,dsDNA,"New,",30,2015.032a-dB.A.v2.Agatevirus.pdf,ICTVonline=20180368
685,,,,,,,,,Caudovirales,,Myoviridae,,Agatevirus,,Bacillus virus Bp8pC,0,dsDNA,"New,",30,2015.032a-dB.A.v2.Agatevirus.pdf,ICTVonline=20180369
686,,,,,,,,,Caudovirales,,Myoviridae,,Agrican357virus,,Erwinia virus Deimos,0,dsDNA,"New,",31,2016.066a-dB.A.v1.Agrican357virus.pdf,ICTVonline=20180371
687,,,,,,,,,Caudovirales,,Myoviridae,,Agrican357virus,,Erwinia virus Ea35-70,1,dsDNA,"New,",31,2016.066a-dB.A.v1.Agrican357virus.pdf,ICTVonline=20180372
688,,,,,,,,,Caudovirales,,Myoviridae,,Agrican357virus,,Erwinia virus RAY,0,dsDNA,"New,",31,2016.066a-dB.A.v1.Agrican357virus.pdf,ICTVonline=20180373
689,,,,,,,,,Caudovirales,,Myoviridae,,Agrican357virus,,Erwinia virus Simmy50,0,dsDNA,"New,",31,2016.066a-dB.A.v1.Agrican357virus.pdf,ICTVonline=20180374
690,,,,,,,,,Caudovirales,,Myoviridae,,Agrican357virus,,Erwinia virus SpecialG,0,dsDNA,"New,",31,2016.066a-dB.A.v1.Agrican357virus.pdf,ICTVonline=20180375
691,,,,,,,,,Caudovirales,,Myoviridae,,Ap22virus,,Acinetobacter virus AB1,0,dsDNA,"New,",30,2015.043a-dB.A.v2.Ap22virus.pdf,ICTVonline=20180377
692,,,,,,,,,Caudovirales,,Myoviridae,,Ap22virus,,Acinetobacter virus AB2,0,dsDNA,"New,",30,2015.043a-dB.A.v2.Ap22virus.pdf,ICTVonline=20180378
693,,,,,,,,,Caudovirales,,Myoviridae,,Ap22virus,,Acinetobacter virus AbC62,0,dsDNA,"New,",30,2015.043a-dB.A.v2.Ap22virus.pdf,ICTVonline=20180379
694,,,,,,,,,Caudovirales,,Myoviridae,,Ap22virus,,Acinetobacter virus AP22,1,dsDNA,"New,",30,2015.043a-dB.A.v2.Ap22virus.pdf,ICTVonline=20180380
695,,,,,,,,,Caudovirales,,Myoviridae,,Arv1virus,,Arthrobacter virus ArV1,1,dsDNA,"New,",31,2016.004a-dB.A.v1.Arv1virus.pdf,ICTVonline=20180382
696,,,,,,,,,Caudovirales,,Myoviridae,,Arv1virus,,Arthrobacter virus Trina,0,dsDNA,"New,",31,2016.004a-dB.A.v1.Arv1virus.pdf,ICTVonline=20180383
697,,,,,,,,,Caudovirales,,Myoviridae,,B4virus,,Bacillus virus AvesoBmore,0,dsDNA,"New,",31,2016.069a-wB.A.v5.Caudovirales_38sp.pdf,ICTVonline=20180385
698,,,,,,,,,Caudovirales,,Myoviridae,,B4virus,,Bacillus virus B4,1,dsDNA,"New,",30,2015.033a-dB.A.v2.B4virus.pdf,ICTVonline=20180386
699,,,,,,,,,Caudovirales,,Myoviridae,,B4virus,,Bacillus virus Bigbertha,0,dsDNA,"New,",30,2015.033a-dB.A.v2.B4virus.pdf,ICTVonline=20180387
700,,,,,,,,,Caudovirales,,Myoviridae,,B4virus,,Bacillus virus Riley,0,dsDNA,"New,",30,2015.033a-dB.A.v2.B4virus.pdf,ICTVonline=20180388
701,,,,,,,,,Caudovirales,,Myoviridae,,B4virus,,Bacillus virus Spock,0,dsDNA,"New,",30,2015.033a-dB.A.v2.B4virus.pdf,ICTVonline=20180389
702,,,,,,,,,Caudovirales,,Myoviridae,,B4virus,,Bacillus virus Troll,0,dsDNA,"New,",30,2015.033a-dB.A.v2.B4virus.pdf,ICTVonline=20180390
703,,,,,,,,,Caudovirales,,Myoviridae,,Bastillevirus,,Bacillus virus Bastille,1,dsDNA,"New,",30,2015.034a-dB.A.v2.Bastillevirus.pdf,ICTVonline=20180392
704,,,,,,,,,Caudovirales,,Myoviridae,,Bastillevirus,,Bacillus virus CAM003,0,dsDNA,"New,",30,2015.034a-dB.A.v2.Bastillevirus.pdf,ICTVonline=20180393
705,,,,,,,,,Caudovirales,,Myoviridae,,Bc431virus,,Bacillus virus Bc431,1,dsDNA,"New,",30,2015.035a-dB.A.v2.Bc431virus.pdf,ICTVonline=20180395
706,,,,,,,,,Caudovirales,,Myoviridae,,Bc431virus,,Bacillus virus Bcp1,0,dsDNA,"New,",30,2015.035a-dB.A.v2.Bc431virus.pdf,ICTVonline=20180396
707,,,,,,,,,Caudovirales,,Myoviridae,,Bc431virus,,Bacillus virus BCP82,0,dsDNA,"New,",30,2015.035a-dB.A.v2.Bc431virus.pdf,ICTVonline=20180397
708,,,,,,,,,Caudovirales,,Myoviridae,,Bc431virus,,Bacillus virus BM15,0,dsDNA,"New,",31,2016.069a-wB.A.v5.Caudovirales_38sp.pdf,ICTVonline=20180398
709,,,,,,,,,Caudovirales,,Myoviridae,,Bc431virus,,Bacillus virus Deepblue,0,dsDNA,"New,",31,2016.069a-wB.A.v5.Caudovirales_38sp.pdf,ICTVonline=20180399
710,,,,,,,,,Caudovirales,,Myoviridae,,Bc431virus,,Bacillus virus JBP901,0,dsDNA,"New,",30,2015.035a-dB.A.v2.Bc431virus.pdf,ICTVonline=20180400
711,,,,,,,,,Caudovirales,,Myoviridae,,Bcep78virus,,Burkholderia virus Bcep1,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180402
712,,,,,,,,,Caudovirales,,Myoviridae,,Bcep78virus,,Burkholderia virus Bcep43,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180403
713,,,,,,,,,Caudovirales,,Myoviridae,,Bcep78virus,,Burkholderia virus Bcep781,1,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180404
714,,,,,,,,,Caudovirales,,Myoviridae,,Bcep78virus,,Burkholderia virus BcepNY3,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180405
715,,,,,,,,,Caudovirales,,Myoviridae,,Bcep78virus,,Xanthomonas virus OP2,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180406
716,,,,,,,,,Caudovirales,,Myoviridae,,Bcepmuvirus,,Burkholderia virus BcepMu,1,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180408
717,,,,,,,,,Caudovirales,,Myoviridae,,Bcepmuvirus,,Burkholderia virus phiE255,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180409
718,,,,,,,,,Caudovirales,,Myoviridae,,Biquartavirus,,Aeromonas virus 44RR2,1,dsDNA,"Renamed,Moved,",30,2015.020a-aeB.A.v4.Tevenvirinae.pdf,ICTVonline=20180411
719,,,,,,,,,Caudovirales,,Myoviridae,,Bxz1virus,,Mycobacterium virus Alice,0,dsDNA,"New,",31,2016.008aB.A.v3.Bxz1virus_6sp.pdf,ICTVonline=20180413
720,,,,,,,,,Caudovirales,,Myoviridae,,Bxz1virus,,Mycobacterium virus Bxz1,0,dsDNA,"New,",31,2016.008aB.A.v3.Bxz1virus_6sp.pdf,ICTVonline=20180414
721,,,,,,,,,Caudovirales,,Myoviridae,,Bxz1virus,,Mycobacterium virus Dandelion,0,dsDNA,"New,",31,2016.008aB.A.v3.Bxz1virus_6sp.pdf,ICTVonline=20180415
722,,,,,,,,,Caudovirales,,Myoviridae,,Bxz1virus,,Mycobacterium virus HyRo,0,dsDNA,"New,",31,2016.008aB.A.v3.Bxz1virus_6sp.pdf,ICTVonline=20180416
723,,,,,,,,,Caudovirales,,Myoviridae,,Bxz1virus,,Mycobacterium virus I3,1,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180417
724,,,,,,,,,Caudovirales,,Myoviridae,,Bxz1virus,,Mycobacterium virus Nappy,0,dsDNA,"New,",31,2016.008aB.A.v3.Bxz1virus_6sp.pdf,ICTVonline=20180418
725,,,,,,,,,Caudovirales,,Myoviridae,,Bxz1virus,,Mycobacterium virus Sebata,0,dsDNA,"New,",31,2016.008aB.A.v3.Bxz1virus_6sp.pdf,ICTVonline=20180419
726,,,,,,,,,Caudovirales,,Myoviridae,,Cd119virus,,Clostridium virus phiC2,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180421
727,,,,,,,,,Caudovirales,,Myoviridae,,Cd119virus,,Clostridium virus phiCD27,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180422
728,,,,,,,,,Caudovirales,,Myoviridae,,Cd119virus,,Clostridium virus phiCD119,1,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180423
729,,,,,,,,,Caudovirales,,Myoviridae,,Cp51virus,,Bacillus virus CP51,1,dsDNA,"New,",30,2015.036a-dBA.v2.Cp51virus.pdf,ICTVonline=20180425
730,,,,,,,,,Caudovirales,,Myoviridae,,Cp51virus,,Bacillus virus JL,0,dsDNA,"New,",30,2015.036a-dBA.v2.Cp51virus.pdf,ICTVonline=20180426
731,,,,,,,,,Caudovirales,,Myoviridae,,Cp51virus,,Bacillus virus Shanette,0,dsDNA,"New,",30,2015.036a-dBA.v2.Cp51virus.pdf,ICTVonline=20180427
732,,,,,,,,,Caudovirales,,Myoviridae,,Cvm10virus,,Escherichia virus CVM10,1,dsDNA,"New,",30,2015.049a-dB.A.v2.Cvm10virus.pdf,ICTVonline=20180429
733,,,,,,,,,Caudovirales,,Myoviridae,,Cvm10virus,,Escherichia virus ep3,0,dsDNA,"New,",30,2015.049a-dB.A.v2.Cvm10virus.pdf,ICTVonline=20180430
734,,,,,,,,,Caudovirales,,Myoviridae,,Eah2virus,,Erwinia virus Asesino,0,dsDNA,"New,",32,2017.021B.A.v1.Eah2virus.zip,ICTVonline=20185480
735,,,,,,,,,Caudovirales,,Myoviridae,,Eah2virus,,Erwinia virus EaH2,1,dsDNA,"New,",32,2017.021B.A.v1.Eah2virus.zip,ICTVonline=20185481
736,,,,,,,,,Caudovirales,,Myoviridae,,Elvirus,,Pseudomonas virus EL,1,dsDNA,"Moved,",31,2016.038a-gB.A.v1.Elvirus.pdf,ICTVonline=20180432
737,,,,,,,,,Caudovirales,,Myoviridae,,Hapunavirus,,Halomonas virus HAP1,1,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180434
738,,,,,,,,,Caudovirales,,Myoviridae,,Hapunavirus,,Vibrio virus VP882,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=20180435
739,,,,,,,,,Caudovirales,,Myoviridae,,Jimmervirus,,Brevibacillus virus Jimmer,1,dsDNA,"New,",31,2016.019a-dB.A.v1.Jimmervirus.pdf,ICTVonline=20180437
740,,,,,,,,,Caudovirales,,Myoviridae,,Jimmervirus,,Brevibacillus virus Osiris,0,dsDNA,"New,",31,2016.019a-dB.A.v1.Jimmervirus.pdf,ICTVonline=20180438
741,,,,,,,,,Caudovirales,,Myoviridae,,Kpp10virus,,Pseudomonas virus Ab03,0,dsDNA,"New,",30,2015.028a-dB.A.v2.Kpp10virus.pdf,ICTVonline=20180440
742,,,,,,,,,Caudovirales,,Myoviridae,,Kpp10virus,,Pseudomonas virus KPP10,1,dsDNA,"New,",30,2015.028a-dB.A.v2.Kpp10virus.pdf,ICTVonline=20180441
743,,,,,,,,,Caudovirales,,Myoviridae,,Kpp10virus,,Pseudomonas virus PAKP3,0,dsDNA,"New,",30,2015.028a-dB.A.v2.Kpp10virus.pdf,ICTVonline=20180442
744,,,,,,,,,Caudovirales,,Myoviridae,,M12virus,,Sinorhizobium virus M7,0,dsDNA,"New,",31,2016.025a-dB.A.v1.M12virus.pdf,ICTVonline=20180444
745,,,,,,,,,Caudovirales,,Myoviridae,,M12virus,,Sinorhizobium virus M12,1,dsDNA,"New,",31,2016.025a-dB.A.v1.M12virus.pdf,ICTVonline=20180445
746,,,,,,,,,Caudovirales,,Myoviridae,,M12virus,,Sinorhizobium virus N3,0,dsDNA,"New,",31,2016.025a-dB.A.v1.M12virus.pdf,ICTVonline=20180446
747,,,,,,,,,Caudovirales,,Myoviridae,,Machinavirus,,Erwinia virus Machina,1,dsDNA,"New,",32,2017.024B.A.v1.Machinavirus.zip,ICTVonline=20185483
748,,,,,,,,,Caudovirales,,Myoviridae,,Marthavirus,,Arthrobacter virus Brent,0,dsDNA,"New,",31,2016.026a-dB.A.v1.Marthavirus.pdf,ICTVonline=20180448
749,,,,,,,,,Caudovirales,,Myoviridae,,Marthavirus,,Arthrobacter virus Jawnski,0,dsDNA,"New,",31,2016.026a-dB.A.v1.Marthavirus.pdf,ICTVonline=20180449
750,,,,,,,,,Caudovirales,,Myoviridae,,Marthavirus,,Arthrobacter virus Martha,1,dsDNA,"New,",31,2016.026a-dB.A.v1.Marthavirus.pdf,ICTVonline=20180450
751,,,,,,,,,Caudovirales,,Myoviridae,,Marthavirus,,Arthrobacter virus Sonny,0,dsDNA,"New,",31,2016.026a-dB.A.v1.Marthavirus.pdf,ICTVonline=20180451
752,,,,,,,,,Caudovirales,,Myoviridae,,Msw3virus,,Edwardsiella virus MSW3,1,dsDNA,"New,",31,2016.030a-dB.A.v1.Msw3virus.pdf,ICTVonline=20180453
